,TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FGPerc,3PM,3PA,ThreePPerc,FTM,FTA,FTPerc,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/,EFGPerc,FTR,TOVPerc
7755,LAL,11/2/16,LAL @ ATL,W,240,123,48,90,53.3,9,22,40.9,18,20,90.0,11,31,42,24,11,9,15,25,7.0,0.5833333333333334,0.2222222222222222,13.181019332161686
7757,NOP,11/2/16,NOP @ MEM,L,265,83,30,81,37.0,11,34,32.4,12,16,75.0,5,38,43,17,8,9,21,26,-6.0,0.4382716049382716,0.19753086419753085,19.25898752751284
7759,OKC,11/2/16,OKC @ LAC,W,242,85,34,84,40.5,5,20,25.0,12,20,60.0,10,42,52,14,8,4,21,24,2.0,0.43452380952380953,0.23809523809523808,18.45342706502636
7760,PHI,11/2/16,PHI @ CHA,L,241,93,34,86,39.5,12,38,31.6,13,15,86.7,8,29,37,23,8,2,17,24,-16.0,0.46511627906976744,0.1744186046511628,15.51094890510949
7762,POR,11/2/16,POR @ PHX,L,264,115,42,101,41.6,12,33,36.4,19,21,90.5,10,43,53,25,8,8,14,23,-3.0,0.4752475247524752,0.2079207920792079,11.268512556342564
7763,TOR,11/2/16,TOR @ WAS,W,241,113,43,77,55.8,10,25,40.0,17,25,68.0,4,27,31,21,16,2,13,24,10.0,0.6233766233766234,0.3246753246753247,12.871287128712872
7768,GSW,11/1/16,GSW @ POR,W,240,127,50,89,56.2,10,26,38.5,17,23,73.9,7,38,45,36,14,4,16,19,23.0,0.6179775280898876,0.25842696629213485,13.89854065323141
7769,HOU,11/1/16,HOU @ CLE,L,241,120,43,90,47.8,17,44,38.6,17,25,68.0,11,21,32,30,5,2,7,25,-8.0,0.5722222222222222,0.2777777777777778,6.481481481481481
7771,LAL,11/1/16,LAL @ IND,L,242,108,40,89,44.9,6,28,21.4,22,25,88.0,11,33,44,14,8,2,19,25,-7.0,0.48314606741573035,0.2808988764044944,15.966386554621847
7772,MEM,11/1/16,MEM @ MIN,L,240,80,27,75,36.0,4,24,16.7,22,29,75.9,8,24,32,10,17,4,20,22,-36.0,0.38666666666666666,0.38666666666666666,18.55976243504083
7774,MIL,11/1/16,MIL @ NOP,W,240,117,44,91,48.4,10,32,31.3,19,21,90.5,11,38,49,30,9,5,15,25,4.0,0.5384615384615384,0.23076923076923078,13.016313779937521
7777,NYK,11/1/16,NYK @ DET,L,241,89,35,86,40.7,7,22,31.8,12,15,80.0,8,35,43,18,6,9,11,20,-13.0,0.4476744186046512,0.1744186046511628,10.617760617760618
7778,ORL,11/1/16,ORL @ PHI,W,240,103,42,93,45.2,6,25,24.0,13,17,76.5,12,27,39,29,7,6,10,15,2.0,0.4838709677419355,0.1827956989247312,9.051412020275162
7781,SAC,11/1/16,SAC @ MIA,L,265,96,34,89,38.2,5,23,21.7,23,27,85.2,9,44,53,12,4,4,15,23,-12.0,0.4101123595505618,0.30337078651685395,12.944425267518122
7783,UTA,11/1/16,UTA @ SAS,W,241,106,38,76,50.0,15,31,48.4,15,18,83.3,2,37,39,22,5,8,10,20,15.0,0.5986842105263158,0.23684210526315788,10.647359454855195
7786,CHI,10/31/16,CHI @ BKN,W,239,118,45,89,50.6,11,27,40.7,17,18,94.4,13,45,58,26,9,9,19,22,30.0,0.5674157303370787,0.20224719101123595,16.390614216701174
7787,DEN,10/31/16,DEN @ TOR,L,240,102,33,81,40.7,9,22,40.9,27,35,77.1,11,35,46,14,2,9,8,18,-3.0,0.46296296296296297,0.43209876543209874,7.662835249042145
7789,PHX,10/31/16,PHX @ LAC,L,241,98,35,84,41.7,5,15,33.3,23,31,74.2,10,34,44,19,11,0,20,33,-18.0,0.44642857142857145,0.36904761904761907,17.001020061203672
7790,SAC,10/31/16,SAC @ ATL,L,241,95,36,75,48.0,10,23,43.5,13,19,68.4,6,32,38,26,10,6,19,34,-11.0,0.5466666666666666,0.25333333333333335,18.56193825713169
7792,DAL,10/30/16,DAL @ HOU,L,239,92,32,86,37.2,11,31,35.5,17,20,85.0,13,30,43,17,8,3,9,17,-1.0,0.436046511627907,0.23255813953488372,8.670520231213873
7794,GSW,10/30/16,GSW @ PHX,W,241,106,35,83,42.2,8,29,27.6,28,33,84.8,7,36,43,27,6,5,15,23,6.0,0.46987951807228917,0.39759036144578314,13.330963384287239
7797,LAL,10/30/16,LAL @ OKC,L,241,96,35,87,40.2,7,32,21.9,19,24,79.2,11,30,41,20,15,2,21,18,-17.0,0.4425287356321839,0.27586206896551724,17.71255060728745
7800,MIL,10/30/16,MIL @ DET,L,241,83,34,87,39.1,4,17,23.5,11,14,78.6,10,30,40,22,10,4,12,16,-15.0,0.41379310344827586,0.16091954022988506,11.411182959300115
7803,SAS,10/30/16,SAS @ MIA,W,240,106,37,82,45.1,10,18,55.6,22,26,84.6,14,30,44,20,4,5,15,26,7.0,0.5121951219512195,0.3170731707317073,13.83253412025083
7804,UTA,10/30/16,UTA @ LAC,L,240,75,29,73,39.7,7,19,36.8,10,13,76.9,7,36,43,18,8,2,18,22,-13.0,0.4452054794520548,0.1780821917808219,18.610421836228287
7805,WAS,10/30/16,WAS @ MEM,L,266,103,38,86,44.2,5,25,20.0,22,25,88.0,8,32,40,19,8,4,14,23,-9.0,0.47093023255813954,0.29069767441860467,12.612612612612612
7806,ATL,10/29/16,ATL @ PHI,W,239,104,42,85,49.4,5,20,25.0,15,23,65.2,6,41,47,31,11,7,12,14,32.0,0.5235294117647059,0.27058823529411763,11.202389843166543
7807,BKN,10/29/16,BKN @ MIL,L,241,108,37,84,44.0,11,34,32.4,23,28,82.1,11,34,45,23,12,6,18,22,-2.0,0.5059523809523809,0.3333333333333333,15.745276417074876
7808,BOS,10/29/16,BOS @ CHA,W,241,104,39,81,48.1,15,31,48.4,11,17,64.7,4,38,42,25,4,6,13,26,6.0,0.5740740740740741,0.20987654320987653,12.810405991328341
7813,IND,10/29/16,IND @ CHI,L,243,101,43,88,48.9,7,18,38.9,8,9,88.9,8,25,33,34,8,7,13,16,-17.0,0.5284090909090909,0.10227272727272728,12.385670731707318
7814,MEM,10/29/16,MEM @ NYK,L,240,104,37,86,43.0,9,25,36.0,21,26,80.8,11,29,40,19,3,2,12,30,-7.0,0.48255813953488375,0.3023255813953488,10.964912280701755
7816,MIN,10/29/16,MIN @ SAC,L,242,103,37,70,52.9,7,22,31.8,22,31,71.0,7,29,36,19,6,5,11,25,-3.0,0.5785714285714286,0.44285714285714284,11.62299239222316
7817,NOP,10/29/16,NOP @ SAS,L,241,79,32,86,37.2,4,22,18.2,11,15,73.3,7,38,45,14,6,5,9,19,-19.0,0.3953488372093023,0.1744186046511628,8.858267716535433
7819,ORL,10/29/16,ORL @ CLE,L,241,99,38,84,45.2,8,28,28.6,15,26,57.7,13,37,50,21,6,5,20,23,-6.0,0.5,0.30952380952380953,17.325017325017324
7821,POR,10/29/16,POR @ DEN,W,263,115,45,98,45.9,10,32,31.3,15,21,71.4,5,40,45,23,10,8,15,30,2.0,0.5102040816326531,0.21428571428571427,12.270942408376964
7825,CHA,10/28/16,CHA @ MIA,W,238,97,35,92,38.0,7,22,31.8,20,24,83.3,13,36,49,20,10,9,8,20,6.0,0.41847826086956524,0.2608695652173913,7.23589001447178
7826,CLE,10/28/16,CLE @ TOR,W,239,94,33,79,41.8,12,32,37.5,16,22,72.7,9,31,40,20,8,3,17,15,3.0,0.4936708860759494,0.27848101265822783,16.086298258894775
7829,GSW,10/28/16,GSW @ NOP,W,239,122,44,91,48.4,9,28,32.1,25,28,89.3,9,40,49,32,8,2,14,22,8.0,0.532967032967033,0.3076923076923077,11.933174224343675
7830,HOU,10/28/16,HOU @ DAL,W,241,106,33,70,47.1,15,32,46.9,25,31,80.6,5,36,41,21,6,1,18,22,8.0,0.5785714285714286,0.44285714285714284,17.70956316410862
7831,IND,10/28/16,IND @ BKN,L,241,94,37,98,37.8,7,24,29.2,13,20,65.0,14,35,49,22,7,6,13,22,-9.0,0.413265306122449,0.20408163265306123,10.851419031719532
7832,LAL,10/28/16,LAL @ UTA,L,239,89,32,84,38.1,9,23,39.1,16,21,76.2,11,32,43,16,6,7,14,29,-7.0,0.43452380952380953,0.25,13.054830287206268
7836,ORL,10/28/16,ORL @ DET,L,239,82,33,95,34.7,8,26,30.8,8,12,66.7,14,30,44,20,8,3,9,13,-26.0,0.3894736842105263,0.12631578947368421,8.235724743777451
7837,PHX,10/28/16,PHX @ OKC,L,264,110,42,94,44.7,5,28,17.9,21,32,65.6,7,37,44,15,11,3,15,29,-3.0,0.4734042553191489,0.3404255319148936,12.187195320116997
7841,BOS,10/27/16,BOS @ CHI,L,240,99,38,76,50.0,8,23,34.8,15,24,62.5,3,33,36,22,6,6,11,25,-6.0,0.5526315789473685,0.3157894736842105,11.27511275112751
7843,LAC,10/27/16,LAC @ POR,W,241,114,37,91,40.7,8,29,27.6,32,46,69.6,15,33,48,12,10,4,7,25,8.0,0.45054945054945056,0.5054945054945055,5.920162381596753
7846,SAS,10/27/16,SAS @ SAC,W,240,102,36,79,45.6,6,18,33.3,24,27,88.9,9,31,40,23,10,8,9,26,8.0,0.4936708860759494,0.34177215189873417,9.010812975570685
7847,WAS,10/27/16,WAS @ ATL,L,240,99,40,94,42.6,6,20,30.0,13,18,72.2,12,28,40,25,14,4,19,20,-15.0,0.4574468085106383,0.19148936170212766,15.712868011908702
7848,BKN,10/26/16,BKN @ BOS,L,240,117,43,97,44.3,15,44,34.1,16,20,80.0,15,29,44,22,8,3,16,19,-5.0,0.520618556701031,0.20618556701030927,13.136288998357964
7850,CHA,10/26/16,CHA @ MIL,W,240,107,40,89,44.9,7,23,30.4,20,24,83.3,11,40,51,27,5,10,10,22,11.0,0.4887640449438202,0.2696629213483146,9.127418765972983
7851,DAL,10/26/16,DAL @ IND,L,265,121,45,104,43.3,18,48,37.5,13,18,72.2,10,39,49,26,8,8,15,27,-9.0,0.5192307692307693,0.17307692307692307,11.818468326504885
7852,DEN,10/26/16,DEN @ NOP,W,240,107,37,83,44.6,8,24,33.3,25,33,75.8,11,47,58,18,7,4,24,22,5.0,0.4939759036144578,0.39759036144578314,19.749835418038185
7853,DET,10/26/16,DET @ TOR,L,240,91,35,84,41.7,4,22,18.2,17,22,77.3,8,32,40,17,8,0,13,24,-18.0,0.44047619047619047,0.2619047619047619,12.185976752905885
7854,HOU,10/26/16,HOU @ LAL,L,239,114,44,86,51.2,7,29,24.1,19,27,70.4,10,29,39,29,10,1,14,23,-6.0,0.5523255813953488,0.313953488372093,12.513407222023599
7858,MIA,10/26/16,MIA @ ORL,W,241,108,47,97,48.5,4,16,25.0,10,16,62.5,16,36,52,27,5,7,10,22,12.0,0.5051546391752577,0.16494845360824742,8.768853034023149
7860,MIN,10/26/16,MIN @ MEM,L,239,98,36,86,41.9,6,18,33.3,20,29,69.0,15,30,45,20,6,5,10,23,-4.0,0.45348837209302323,0.3372093023255814,9.194556822361163
7862,OKC,10/26/16,OKC @ PHI,W,240,103,39,94,41.5,6,22,27.3,19,26,73.1,13,40,53,19,7,3,10,23,4.0,0.44680851063829785,0.2765957446808511,8.662508662508662
7866,SAC,10/26/16,SAC @ PHX,W,241,113,44,86,51.2,6,21,28.6,19,26,73.1,10,31,41,24,5,5,13,20,19.0,0.5465116279069767,0.3023255813953488,11.771097428467947
7870,NYK,10/25/16,NYK @ CLE,L,240,88,32,87,36.8,9,27,33.3,15,20,75.0,13,29,42,17,6,6,18,22,-29.0,0.41954022988505746,0.22988505747126436,15.817223198594025
7872,SAS,10/25/16,SAS @ GSW,W,240,129,47,98,48.0,12,24,50.0,23,26,88.5,21,34,55,25,13,3,13,19,29.0,0.5408163265306123,0.2653061224489796,10.617445279320483
7873,UTA,10/25/16,UTA @ POR,L,241,104,40,82,48.8,8,24,33.3,16,16,100.0,6,25,31,19,9,5,11,19,-9.0,0.5365853658536586,0.1951219512195122,10.995601759296282
7874,CLE,6/19/16,CLE @ GSW,W,241,93,33,82,40.2,6,25,24.0,21,25,84.0,9,39,48,17,7,6,11,15,4.0,0.43902439024390244,0.3048780487804878,10.576923076923077
7877,GSW,6/16/16,GSW @ CLE,L,238,101,33,82,40.2,15,39,38.5,20,29,69.0,9,26,35,19,5,3,14,25,-14.0,0.49390243902439024,0.35365853658536583,12.872379551305627
7878,CLE,6/13/16,CLE @ GSW,W,241,112,44,83,53.0,10,24,41.7,14,23,60.9,8,33,41,15,11,9,16,22,15.0,0.5903614457831325,0.27710843373493976,14.662756598240467
7881,GSW,6/10/16,GSW @ CLE,W,239,108,33,81,40.7,17,36,47.2,25,31,80.6,14,29,43,23,7,6,8,22,11.0,0.5123456790123457,0.38271604938271603,7.79423226812159
7883,GSW,6/8/16,GSW @ CLE,L,241,90,32,76,42.1,9,33,27.3,17,26,65.4,8,24,32,21,5,4,18,23,-30.0,0.48026315789473684,0.34210526315789475,17.071320182094084
7884,CLE,6/5/16,CLE @ GSW,L,241,77,28,79,35.4,5,23,21.7,16,24,66.7,9,25,34,15,15,3,17,19,-33.0,0.3860759493670886,0.3037974683544304,15.953453453453454
7886,CLE,6/2/16,CLE @ GSW,L,238,89,32,84,38.1,7,21,33.3,18,20,90.0,15,32,47,17,7,4,15,17,-15.0,0.4226190476190476,0.23809523809523808,13.91465677179963
7889,OKC,5/30/16,OKC @ GSW,L,240,88,34,89,38.2,7,27,25.9,13,17,76.5,14,33,47,20,3,5,7,11,-8.0,0.42134831460674155,0.19101123595505617,6.7645921917278695
7890,GSW,5/28/16,GSW @ OKC,W,241,108,36,88,40.9,21,45,46.7,15,24,62.5,13,31,44,23,11,4,14,25,7.0,0.5284090909090909,0.2727272727272727,12.437810945273633
7892,CLE,5/27/16,CLE @ TOR,W,240,113,40,74,54.1,17,31,54.8,16,21,76.2,4,34,38,22,6,6,10,18,26.0,0.6554054054054054,0.28378378378378377,10.725010725010724
7895,OKC,5/26/16,OKC @ GSW,L,240,111,39,91,42.9,13,30,43.3,20,24,83.3,13,32,45,23,8,2,17,26,-9.0,0.5,0.26373626373626374,14.3387314439946
7897,TOR,5/25/16,TOR @ CLE,L,239,78,27,69,39.1,3,17,17.6,21,35,60.0,5,22,27,19,9,3,18,25,-38.0,0.41304347826086957,0.5072463768115942,17.578125
7898,GSW,5/24/16,GSW @ OKC,L,239,94,33,80,41.3,9,30,30.0,19,29,65.5,8,32,40,15,11,4,21,26,-24.0,0.46875,0.3625,18.459915611814345
7900,CLE,5/23/16,CLE @ TOR,L,240,99,39,83,47.0,13,41,31.7,8,9,88.9,10,28,38,23,5,2,10,17,-6.0,0.5481927710843374,0.10843373493975904,10.313531353135314
7902,GSW,5/22/16,GSW @ OKC,L,240,105,38,92,41.3,10,32,31.3,19,25,76.0,10,28,38,19,9,1,13,21,-28.0,0.4673913043478261,0.2717391304347826,11.206896551724139
7904,CLE,5/21/16,CLE @ TOR,L,241,84,28,79,35.4,14,41,34.1,14,16,87.5,8,32,40,15,7,5,9,10,-15.0,0.4430379746835443,0.20253164556962025,9.469696969696969
7907,TOR,5/19/16,TOR @ CLE,L,239,89,33,82,40.2,9,33,27.3,14,18,77.8,7,31,38,17,6,4,12,31,-19.0,0.4573170731707317,0.21951219512195122,11.773940345368917
7909,OKC,5/18/16,OKC @ GSW,L,239,91,35,78,44.9,7,23,30.4,14,19,73.7,7,29,36,22,9,4,15,22,-27.0,0.4935897435897436,0.24358974358974358,14.798737174427782
7911,TOR,5/17/16,TOR @ CLE,L,242,84,32,76,42.1,5,24,20.8,15,20,75.0,4,19,23,19,8,1,14,25,-31.0,0.45394736842105265,0.2631578947368421,14.17004048582996
7913,OKC,5/16/16,OKC @ GSW,W,242,108,39,89,43.8,8,17,47.1,22,32,68.8,10,42,52,22,12,6,11,15,6.0,0.48314606741573035,0.3595505617977528,9.642356241234221
7914,MIA,5/15/16,MIA @ TOR,L,239,89,32,72,44.4,7,25,28.0,18,23,78.3,7,23,30,16,6,7,13,29,-27.0,0.4930555555555556,0.3194444444444444,13.666947014297728
7917,TOR,5/13/16,TOR @ MIA,L,240,91,34,82,41.5,4,16,25.0,19,25,76.0,8,35,43,10,4,4,8,18,-12.0,0.43902439024390244,0.3048780487804878,7.920792079207921
7919,SAS,5/12/16,SAS @ OKC,L,241,99,40,93,43.0,6,17,35.3,13,16,81.3,10,30,40,19,7,3,10,21,-14.0,0.46236559139784944,0.17204301075268819,9.087604507451836
7921,MIA,5/11/16,MIA @ TOR,L,239,91,31,77,40.3,6,21,28.6,23,28,82.1,13,31,44,12,4,2,13,22,-8.0,0.44155844155844154,0.36363636363636365,12.705238467552777
7922,POR,5/11/16,POR @ GSW,L,241,121,38,92,41.3,16,36,44.4,29,39,74.4,13,34,47,20,9,4,10,23,-4.0,0.5,0.42391304347826086,8.392077878482713
7924,OKC,5/10/16,OKC @ SAS,W,240,95,34,78,43.6,7,20,35.0,20,26,76.9,15,39,54,18,6,6,20,22,4.0,0.4807692307692308,0.3333333333333333,18.27485380116959
7926,GSW,5/9/16,GSW @ POR,W,265,132,44,95,46.3,17,40,42.5,27,33,81.8,10,39,49,22,13,10,14,27,7.0,0.5526315789473685,0.3473684210526316,11.33419689119171
7929,TOR,5/9/16,TOR @ MIA,L,266,87,33,84,39.3,6,20,30.0,15,19,78.9,7,32,39,12,7,2,14,23,-7.0,0.42857142857142855,0.2261904761904762,13.16284317412561
7931,CLE,5/8/16,CLE @ ATL,W,239,100,38,88,43.2,16,37,43.2,8,13,61.5,14,27,41,23,6,7,15,14,1.0,0.5227272727272727,0.14772727272727273,13.796909492273732
7933,SAS,5/8/16,SAS @ OKC,L,241,97,40,85,47.1,2,12,16.7,15,16,93.8,9,25,34,12,11,2,12,21,-14.0,0.4823529411764706,0.18823529411764706,11.534025374855823
7934,GSW,5/7/16,GSW @ POR,L,239,108,42,88,47.7,14,29,48.3,10,17,58.8,11,31,42,29,4,6,12,20,-12.0,0.5568181818181818,0.19318181818181818,11.164867882396724
7937,TOR,5/7/16,TOR @ MIA,W,240,95,33,70,47.1,8,18,44.4,21,28,75.0,6,29,35,16,5,0,13,22,4.0,0.5285714285714286,0.4,13.638271086865297
7939,CLE,5/6/16,CLE @ ATL,W,241,121,42,85,49.4,21,39,53.8,16,27,59.3,18,37,55,26,9,1,18,21,13.0,0.6176470588235294,0.3176470588235294,15.668523676880222
7941,SAS,5/6/16,SAS @ OKC,W,239,100,33,76,43.4,10,19,52.6,24,34,70.6,4,33,37,19,8,6,8,19,4.0,0.5,0.4473684210526316,8.084074373484237
7942,MIA,5/5/16,MIA @ TOR,L,265,92,39,79,49.4,5,14,35.7,9,13,69.2,9,36,45,14,6,7,21,21,-4.0,0.5253164556962026,0.16455696202531644,19.863791146424518
7944,ATL,5/4/16,ATL @ CLE,L,241,98,30,71,42.3,11,27,40.7,27,30,90.0,8,32,40,18,3,3,16,23,-25.0,0.5,0.4225352112676056,15.968063872255488
7947,MIA,5/3/16,MIA @ TOR,W,265,102,40,89,44.9,8,11,72.7,14,21,66.7,11,41,52,12,12,4,17,17,6.0,0.4943820224719101,0.23595505617977527,14.751822283929192
7948,POR,5/3/16,POR @ GSW,L,239,99,36,81,44.4,13,30,43.3,14,21,66.7,6,33,39,22,5,5,17,25,-11.0,0.5246913580246914,0.25925925925925924,15.85229392017904
7950,ATL,5/2/16,ATL @ CLE,L,242,93,33,87,37.9,11,34,32.4,16,21,76.2,15,33,48,21,6,7,12,22,-11.0,0.4425287356321839,0.2413793103448276,11.086474501108649
7952,OKC,5/2/16,OKC @ SAS,W,239,98,38,79,48.1,5,19,26.3,17,21,81.0,9,39,48,16,8,8,18,19,1.0,0.5126582278481012,0.26582278481012656,16.94277108433735
7954,CHA,5/1/16,CHA @ MIA,L,240,73,27,84,32.1,7,22,31.8,12,12,100.0,3,33,36,14,4,1,7,14,-33.0,0.3630952380952381,0.14285714285714285,7.270461154964686
7956,IND,5/1/16,IND @ TOR,L,240,84,34,73,46.6,9,19,47.4,7,8,87.5,5,33,38,12,5,5,13,17,-5.0,0.5273972602739726,0.1095890410958904,14.5218945487042
7958,POR,5/1/16,POR @ GSW,L,238,106,39,97,40.2,10,31,32.3,18,21,85.7,10,30,40,26,7,6,9,19,-12.0,0.4536082474226804,0.21649484536082475,7.809788267962513
7960,OKC,4/30/16,OKC @ SAS,L,240,92,35,85,41.2,6,23,26.1,16,21,76.2,11,27,38,23,6,2,10,13,-32.0,0.4470588235294118,0.24705882352941178,9.593246354566386
7964,LAC,4/29/16,LAC @ POR,L,240,103,39,87,44.8,4,16,25.0,21,31,67.7,16,30,46,15,8,1,8,24,-3.0,0.47126436781609193,0.3563218390804598,7.363770250368189
7965,MIA,4/29/16,MIA @ CHA,W,241,97,38,83,45.8,8,16,50.0,13,15,86.7,11,35,46,14,4,10,12,24,7.0,0.5060240963855421,0.18072289156626506,11.811023622047244
7967,TOR,4/29/16,TOR @ IND,L,241,83,29,79,36.7,9,29,31.0,16,25,64.0,15,25,40,14,9,5,16,23,-18.0,0.4240506329113924,0.31645569620253167,15.09433962264151
7968,ATL,4/28/16,ATL @ BOS,W,241,104,38,74,51.4,8,24,33.3,20,27,74.1,3,39,42,26,6,12,18,23,12.0,0.5675675675675675,0.36486486486486486,17.32768579129765
7970,CHA,4/27/16,CHA @ MIA,W,240,90,33,84,39.3,12,24,50.0,12,15,80.0,5,36,41,21,8,3,12,14,2.0,0.4642857142857143,0.17857142857142858,11.695906432748538
7972,HOU,4/27/16,HOU @ GSW,L,241,81,31,95,32.6,6,32,18.8,13,19,68.4,22,31,53,17,8,3,17,22,-33.0,0.35789473684210527,0.2,14.124293785310735
7975,POR,4/27/16,POR @ LAC,W,242,108,37,83,44.6,12,34,35.3,22,34,64.7,9,44,53,22,8,4,9,23,10.0,0.5180722891566265,0.40963855421686746,8.414360508601346
7977,BOS,4/26/16,BOS @ ATL,L,242,83,29,77,37.7,7,29,24.1,18,25,72.0,10,34,44,19,5,6,20,17,-27.0,0.42207792207792205,0.3246753246753247,18.51851851851852
7978,IND,4/26/16,IND @ TOR,L,239,99,33,73,45.2,13,29,44.8,20,23,87.0,8,33,41,22,5,5,14,26,-3.0,0.541095890410959,0.3150684931506849,14.41515650741351
7981,DAL,4/25/16,DAL @ OKC,L,240,104,38,81,46.9,8,24,33.3,20,24,83.3,13,22,35,24,5,3,9,24,-14.0,0.5185185185185185,0.2962962962962963,8.949880668257757
7982,LAC,4/25/16,LAC @ POR,L,242,84,30,84,35.7,7,25,28.0,17,28,60.7,10,32,42,16,10,4,9,17,-14.0,0.39880952380952384,0.3333333333333333,8.545385491834411
7983,MIA,4/25/16,MIA @ CHA,L,242,85,30,76,39.5,11,29,37.9,14,21,66.7,10,36,46,20,2,8,17,26,-4.0,0.46710526315789475,0.27631578947368424,16.627543035993742
7986,ATL,4/24/16,ATL @ BOS,L,264,95,37,99,37.4,12,42,28.6,9,13,69.2,12,37,49,18,8,6,14,20,-9.0,0.43434343434343436,0.13131313131313133,11.79245283018868
7988,CLE,4/24/16,CLE @ DET,W,239,100,36,86,41.9,13,36,36.1,15,17,88.2,10,31,41,16,6,1,5,22,2.0,0.4941860465116279,0.19767441860465115,5.077173030056864
7990,GSW,4/24/16,GSW @ HOU,W,243,121,46,89,51.7,21,40,52.5,8,16,50.0,7,36,43,38,10,2,16,26,27.0,0.6348314606741573,0.1797752808988764,14.280614066404853
7993,SAS,4/24/16,SAS @ MEM,W,240,116,40,81,49.4,10,22,45.5,26,31,83.9,13,28,41,21,8,6,10,21,21.0,0.5555555555555556,0.38271604938271603,9.556574923547402
7997,LAC,4/23/16,LAC @ POR,L,242,88,36,88,40.9,3,18,16.7,13,23,56.5,11,33,44,15,11,4,10,17,-8.0,0.42613636363636365,0.26136363636363635,9.24898261191269
7998,MIA,4/23/16,MIA @ CHA,L,242,80,27,79,34.2,7,22,31.8,19,30,63.3,12,41,53,13,1,8,14,20,-16.0,0.3860759493670886,0.379746835443038,13.182674199623351
7999,OKC,4/23/16,OKC @ DAL,W,240,119,44,83,53.0,7,16,43.8,24,34,70.6,12,30,42,26,6,3,9,19,11.0,0.572289156626506,0.40963855421686746,8.414360508601346
8001,TOR,4/23/16,TOR @ IND,L,239,83,27,74,36.5,8,30,26.7,21,30,70.0,11,29,40,12,8,3,17,20,-17.0,0.4189189189189189,0.40540540540540543,16.314779270633398
8002,ATL,4/22/16,ATL @ BOS,L,240,103,38,86,44.2,9,36,25.0,18,21,85.7,7,34,41,19,10,7,13,24,-8.0,0.4941860465116279,0.2441860465116279,12.010347376201036
8004,CLE,4/22/16,CLE @ DET,W,240,101,39,80,48.8,12,29,41.4,11,15,73.3,12,34,46,24,3,4,10,17,10.0,0.5625,0.1875,10.351966873706004
8007,SAS,4/22/16,SAS @ MEM,W,240,96,35,77,45.5,12,26,46.2,14,19,73.7,7,32,39,24,10,12,9,20,9.0,0.5324675324675324,0.24675324675324675,9.53793980500212
8009,GSW,4/21/16,GSW @ HOU,L,240,96,34,79,43.0,6,25,24.0,22,29,75.9,8,35,43,23,6,6,14,23,-1.0,0.46835443037974683,0.3670886075949367,13.2375189107413
8012,OKC,4/21/16,OKC @ DAL,W,240,131,45,78,57.7,15,27,55.6,26,35,74.3,9,33,42,28,10,5,14,27,29.0,0.6730769230769231,0.44871794871794873,13.03538175046555
8013,TOR,4/21/16,TOR @ IND,W,239,101,39,94,41.5,10,31,32.3,13,16,81.3,15,30,45,18,6,4,11,27,16.0,0.46808510638297873,0.1702127659574468,9.817922170653336
8014,CHA,4/20/16,CHA @ MIA,L,240,103,38,89,42.7,1,16,6.3,26,33,78.8,15,24,39,9,3,1,7,16,-12.0,0.43258426966292135,0.3707865168539326,6.333695258776692
8016,DET,4/20/16,DET @ CLE,L,240,90,34,78,43.6,4,17,23.5,18,32,56.3,11,29,40,19,7,4,12,18,-17.0,0.46153846153846156,0.41025641025641024,11.529592621060724
8019,POR,4/20/16,POR @ LAC,L,240,81,31,91,34.1,5,26,19.2,14,16,87.5,15,37,52,20,6,3,10,20,-21.0,0.36813186813186816,0.17582417582417584,9.255831173639391
8021,BOS,4/19/16,BOS @ ATL,L,239,72,28,88,31.8,5,28,17.9,11,12,91.7,10,33,43,16,5,10,14,15,-17.0,0.3465909090909091,0.13636363636363635,13.049962714392244
8022,MEM,4/19/16,MEM @ SAS,L,241,68,28,86,32.6,2,15,13.3,10,18,55.6,16,28,44,14,14,2,13,24,-26.0,0.3372093023255814,0.20930232558139536,12.158623269734381
8024,DAL,4/18/16,DAL @ OKC,W,240,85,35,82,42.7,5,19,26.3,10,19,52.6,11,34,45,14,8,4,12,17,1.0,0.4573170731707317,0.23170731707317074,11.723329425556859
8026,HOU,4/18/16,HOU @ GSW,L,239,106,35,79,44.3,10,25,40.0,26,33,78.8,12,25,37,21,4,5,19,34,-9.0,0.5063291139240507,0.4177215189873418,16.8858869534305
8027,IND,4/18/16,IND @ TOR,L,239,87,29,70,41.4,4,20,20.0,25,30,83.3,6,27,33,13,7,3,13,23,-11.0,0.44285714285714284,0.42857142857142855,13.513513513513514
8030,CHA,4/17/16,CHA @ MIA,L,239,91,28,65,43.1,6,17,35.3,29,37,78.4,7,21,28,11,5,2,11,17,-32.0,0.47692307692307695,0.5692307692307692,11.920242739488513
8032,DET,4/17/16,DET @ CLE,L,240,101,37,73,50.7,15,29,51.7,12,16,75.0,5,32,37,24,4,2,10,21,-5.0,0.6095890410958904,0.2191780821917808,11.106175033318525
8034,MEM,4/17/16,MEM @ SAS,L,240,74,31,79,39.2,8,18,44.4,4,6,66.7,10,25,35,17,7,5,16,16,-32.0,0.4430379746835443,0.0759493670886076,16.38672675133142
