,Target
5798,1
5799,1
5800,1
5801,1
5802,1
5803,0
5804,0
5805,0
5806,1
5807,0
5808,0
5809,0
5810,1
5811,0
5812,0
5813,1
5814,1
5815,0
5816,1
5817,1
5818,0
5819,0
5820,0
5821,0
5822,0
5823,1
5824,0
5825,1
5826,1
5827,1
5828,1
5829,0
5830,0
5831,1
5832,1
5833,0
5834,0
5835,0
5836,1
5837,0
5838,1
5839,1
5840,0
5841,0
5842,1
5843,0
5844,0
5845,0
5846,1
5847,1
5848,1
5849,1
5850,0
5851,1
5852,1
5853,0
5854,0
5855,1
5856,1
5857,0
5858,0
5859,1
5860,0
5861,1
5862,1
5863,1
5864,0
5865,0
5866,0
5867,0
5868,1
5869,1
5870,0
5871,0
5872,0
5873,1
5874,1
5875,0
5876,1
5877,1
5878,1
5879,0
5880,0
5881,1
5882,1
5883,1
5884,1
5885,1
5886,1
5887,1
5888,1
5889,1
5890,0
5891,1
5892,0
5893,0
5894,0
5895,0
5896,0
5897,0
5898,0
5899,0
5900,1
5901,1
5902,0
5903,0
5904,0
5905,1
5906,1
5907,1
5908,0
5909,0
5910,0
5911,0
5912,1
5913,1
5914,1
5915,1
5916,1
5917,0
5918,0
5919,0
5920,1
5921,0
5922,0
5923,1
5924,0
5925,1
5926,1
5927,1
5928,0
5929,0
5930,0
5931,0
5932,1
5933,1
5934,1
5935,0
5936,0
5937,1
5938,0
5939,1
5940,0
5941,1
5942,0
5943,1
5944,0
5945,1
5946,1
5947,0
5948,1
5949,0
5950,1
5951,0
5952,1
5953,1
5954,1
5955,1
5956,1
5957,0
5958,1
5959,0
5960,0
5961,0
5962,0
5963,0
5964,1
5965,0
5966,1
5967,0
5968,0
5969,0
5970,0
5971,1
5972,0
5973,0
5974,0
5975,1
5976,1
5977,1
5978,1
5979,0
5980,1
5981,1
5982,0
5983,0
5984,0
5985,0
5986,0
5987,1
5988,1
5989,0
5990,1
5991,1
5992,1
5993,1
5994,0
5995,1
5996,1
5997,1
5998,1
5999,0
6000,1
6001,1
6002,1
6003,0
6004,0
6005,0
6006,0
6007,0
6008,1
6009,0
6010,0
6011,0
6012,1
6013,1
6014,0
6015,0
6016,1
6017,0
6018,0
6019,1
6020,1
6021,1
6022,0
6023,1
6024,0
6025,0
6026,1
6027,0
6028,0
6029,1
6030,1
6031,0
6032,1
6033,1
6034,0
6035,1
6036,1
6037,0
6038,0
6039,1
6040,1
6041,0
6042,0
6043,1
6044,1
6045,1
6046,0
6047,0
6048,0
6049,0
6050,0
6051,1
6052,1
6053,1
6054,0
6055,1
6056,1
6057,1
6058,0
6059,1
6060,0
6061,0
6062,1
6063,0
6064,1
6065,0
6066,0
6067,0
6068,1
6069,1
6070,1
6071,0
6072,0
6073,0
6074,1
6075,1
6076,0
6077,0
6078,1
6079,1
6080,0
6081,1
6082,0
6083,0
6084,1
6085,1
6086,0
6087,1
6088,1
6089,0
6090,1
6091,1
6092,1
6093,1
6094,0
6095,0
6096,1
6097,0
6098,0
6099,0
6100,0
6101,0
6102,1
6103,1
6104,1
6105,0
6106,0
6107,0
6108,0
6109,1
6110,1
6111,0
6112,1
6113,0
6114,1
6115,1
6116,0
6117,1
6118,1
6119,0
6120,0
6121,1
6122,1
6123,1
6124,1
6125,0
6126,1
6127,1
6128,0
6129,0
6130,0
6131,0
6132,0
6133,1
6134,0
6135,0
6136,0
6137,0
6138,0
6139,1
6140,1
6141,0
6142,1
6143,1
6144,1
6145,0
6146,1
6147,1
6148,0
6149,1
6150,1
6151,1
6152,1
6153,0
6154,1
6155,0
6156,1
6157,0
6158,0
6159,0
6160,1
6161,0
6162,0
6163,1
6164,0
6165,1
6166,1
6167,0
6168,0
6169,1
6170,1
6171,1
6172,0
6173,0
6174,0
6175,1
6176,1
6177,0
6178,1
6179,0
6180,0
6181,1
6182,0
6183,1
6184,0
6185,1
6186,1
6187,1
6188,0
6189,0
6190,0
6191,0
6192,1
6193,0
6194,1
6195,0
6196,0
6197,1
6198,0
6199,1
6200,0
6201,1
6202,1
6203,1
6204,1
6205,0
6206,1
6207,1
6208,0
6209,0
6210,1
6211,1
6212,0
6213,0
6214,0
6215,1
6216,0
6217,1
6218,1
6219,0
6220,1
6221,0
6222,1
6223,1
6224,0
6225,1
6226,0
6227,1
6228,1
6229,0
6230,1
6231,0
6232,1
6233,0
6234,0
6235,1
6236,0
6237,0
6238,1
6239,0
6240,0
6241,1
6242,1
6243,0
6244,0
6245,1
6246,0
6247,1
6248,1
6249,0
6250,1
6251,0
6252,1
6253,1
6254,0
6255,0
6256,0
6257,1
6258,0
6259,1
6260,1
6261,1
6262,0
6263,1
6264,0
6265,0
6266,1
6267,0
6268,1
6269,0
6270,1
6271,0
6272,0
6273,0
6274,0
6275,0
6276,0
6277,1
6278,0
6279,1
6280,1
6281,1
6282,0
6283,0
6284,1
6285,0
6286,1
6287,1
6288,1
6289,1
6290,1
6291,0
6292,0
6293,0
6294,1
6295,1
6296,0
6297,1
6298,0
6299,1
6300,0
6301,0
6302,1
6303,1
6304,1
6305,0
6306,0
6307,1
6308,0
6309,1
6310,1
6311,0
6312,1
6313,0
6314,0
6315,0
6316,1
6317,1
6318,0
6319,0
6320,1
6321,1
6322,1
6323,0
6324,1
6325,0
6326,0
6327,0
6328,1
6329,0
6330,1
6331,1
6332,0
6333,1
6334,0
6335,0
6336,0
6337,1
6338,1
6339,1
6340,0
6341,1
6342,1
6343,0
6344,0
6345,1
6346,1
6347,0
6348,0
6349,0
6350,1
6351,1
6352,1
6353,0
6354,0
6355,0
6356,0
6357,1
6358,0
6359,0
6360,0
6361,1
6362,1
6363,1
6364,1
6365,1
6366,1
6367,0
6368,0
6369,1
6370,0
6371,0
6372,1
6373,1
6374,1
6375,1
6376,1
6377,0
6378,0
6379,1
6380,0
6381,1
6382,0
6383,0
6384,1
6385,0
6386,1
6387,1
6388,1
6389,0
6390,0
6391,0
6392,1
6393,0
6394,0
6395,1
6396,1
6397,0
6398,1
6399,1
6400,0
6401,0
6402,1
6403,1
6404,0
6405,0
6406,0
6407,1
6408,1
6409,0
6410,1
6411,1
6412,1
6413,0
6414,1
6415,0
6416,0
6417,1
6418,0
6419,0
6420,0
6421,1
6422,1
6423,0
6424,0
6425,0
6426,1
6427,0
6428,1
6429,1
6430,0
6431,1
6432,0
6433,0
6434,1
6435,1
6436,1
6437,0
6438,0
6439,0
6440,1
6441,1
6442,0
6443,1
6444,1
6445,1
6446,0
6447,1
6448,0
6449,0
6450,1
6451,1
6452,0
6453,0
6454,0
6455,0
6456,0
6457,1
6458,0
6459,1
6460,1
6461,0
6462,0
6463,0
6464,1
6465,0
6466,1
6467,1
6468,1
6469,0
6470,1
6471,1
6472,1
6473,0
6474,0
6475,1
6476,0
6477,1
6478,1
6479,1
6480,0
6481,0
6482,0
6483,0
6484,1
6485,1
6486,1
6487,0
6488,1
6489,0
6491,0
6492,1
6493,0
6494,1
6495,0
6496,0
6497,1
6498,0
6499,1
6500,0
6501,0
6502,1
6503,1
6504,0
6505,0
6506,1
6507,0
6508,0
6509,1
6510,1
6511,1
6512,1
6513,0
6514,1
6515,0
6516,0
6517,1
6518,0
6519,0
6520,1
6521,1
6522,1
6523,1
6524,1
6525,0
6526,0
6527,1
6528,0
6529,1
6530,0
6531,1
6532,0
6533,0
6534,1
6535,0
6536,0
6537,0
6538,1
6539,1
6540,0
6541,1
6542,1
6543,0
6544,1
6545,1
6546,0
6547,0
6548,1
6549,0
6550,1
6551,0
6552,1
6553,1
6554,0
6555,1
6556,1
6557,0
6558,0
6559,1
6560,0
6561,1
6562,1
6563,0
6564,1
6565,1
6566,0
6567,1
6568,0
6569,1
6570,0
6571,0
6572,1
6573,0
6574,0
6575,0
6576,0
6577,0
6578,1
6579,0
6580,1
6581,0
6582,1
6583,0
6584,1
6585,0
6586,0
6587,1
6588,0
6589,1
6590,1
6591,1
6592,1
6593,1
6594,0
6595,0
6596,1
6597,1
6598,1
6599,0
6600,1
6601,0
6602,0
6603,1
6604,0
6605,0
6606,0
6607,1
6608,0
6609,1
6610,1
6611,0
6612,1
6613,0
6614,1
6615,1
6616,0
6617,1
6618,0
6619,0
6620,0
6621,0
6622,1
6623,1
6624,0
6625,1
6626,1
6627,0
6628,1
6629,0
6630,1
6631,0
6632,1
6633,0
6634,1
6635,1
6636,0
6637,1
6638,1
6639,1
6640,0
6641,1
6642,1
6643,1
6644,0
6645,1
6646,0
6647,0
6648,0
6649,0
6650,0
6651,0
6652,1
6653,1
6654,0
6655,0
6656,1
6657,0
6658,1
6659,0
6660,1
6661,1
6662,0
6663,1
6664,0
6665,0
6666,0
6667,1
6668,1
6669,1
6670,1
6671,0
6672,0
6673,0
6674,0
6675,0
6676,0
6677,1
6678,1
6679,1
6680,1
6681,0
6682,1
6683,0
6684,1
6685,1
6686,1
6687,1
6688,1
6689,0
6690,0
6691,0
6692,0
6693,1
6694,1
6695,1
6696,0
6697,0
6698,0
6699,1
6700,1
6701,0
6702,0
6703,0
6704,0
6705,1
6706,1
6707,0
6708,0
6709,1
6710,0
6711,1
6712,1
6713,1
6714,0
6715,1
6716,1
6717,1
6718,1
6719,1
6720,1
6721,0
6722,0
6723,0
6724,1
6725,0
6726,0
6727,0
6728,0
6729,0
6730,1
6731,0
6732,0
6733,1
6734,1
6735,0
6736,0
6737,0
6738,1
6739,0
6740,1
6741,1
6742,1
6743,0
6744,1
6745,0
6746,1
6747,0
6748,1
6749,1
6750,1
6751,0
6752,1
6753,0
6754,0
6755,1
6756,1
6757,1
6758,1
6759,1
6760,0
6761,1
6762,0
6763,0
6764,0
6765,1
6766,0
6767,0
6768,0
6769,0
6770,1
6771,0
6772,1
6773,0
6774,1
6775,0
6776,1
6777,0
6778,1
6779,1
6780,0
6781,1
6782,0
6783,1
6784,0
6785,0
6786,0
6787,1
6788,0
6789,0
6790,1
6791,1
6792,1
6793,0
6794,1
6795,0
6796,1
6797,1
6798,0
6799,0
6800,1
6801,0
6802,0
6803,1
6804,1
6805,0
6806,1
6807,1
6808,0
6809,0
6810,1
6811,0
6812,1
6813,1
6814,0
6815,1
6816,0
6817,0
6818,0
6819,1
6820,1
6821,0
6822,0
6823,1
6824,1
6825,0
6826,0
6827,0
6828,1
6829,1
6830,1
6831,1
6832,0
6833,0
6834,1
6835,1
6836,0
6837,1
6838,0
6839,1
6840,0
6841,1
6842,0
6843,0
6844,1
6845,0
6846,0
6847,0
6848,0
6849,0
6850,0
6851,0
6852,0
6853,1
6854,1
6855,1
6856,1
6857,1
6858,1
6859,1
6860,1
6861,0
6862,1
6863,1
6864,0
6865,1
6866,0
6867,1
6868,0
6869,1
6870,0
6871,1
6872,0
6873,0
6874,1
6875,1
6876,0
6877,1
6878,1
6879,1
6880,0
6881,0
6882,0
6883,1
6884,0
6885,0
6886,0
6887,1
6888,1
6889,0
6890,1
6891,1
6892,0
6893,1
6894,1
6895,1
6896,0
6897,0
6898,1
6899,0
6900,0
6901,1
6902,1
6903,0
6904,0
6905,1
6906,1
6907,0
6908,0
6909,0
6910,1
6911,1
6912,0
6913,0
6914,0
6915,1
6916,1
6917,0
6918,0
6919,1
6920,1
6921,0
6922,0
6923,1
6924,1
6925,1
6926,1
6927,1
6928,0
6929,0
6930,1
6931,1
6932,0
6933,0
6934,1
6935,0
6936,0
6937,0
6938,1
6939,0
6940,0
6941,1
6942,1
6943,0
6944,0
6945,1
6946,0
6947,1
6948,1
6949,1
6950,1
6951,0
6952,0
6953,1
6954,1
6955,1
6956,1
6957,0
6958,0
6959,0
6960,0
6961,0
6962,1
6963,0
6964,0
6965,1
6966,1
6967,1
6968,0
6969,1
6970,1
6971,1
6972,1
6973,0
6974,0
6975,0
6976,0
6977,0
6978,1
6979,0
6980,1
6981,1
6982,1
6983,0
6984,0
6985,0
6986,0
6987,1
6988,0
6989,1
6990,1
6991,0
6992,0
6993,1
6994,0
6995,1
6996,0
6997,0
6998,1
6999,0
7000,1
7001,1
7002,0
7003,1
7004,1
7005,0
7006,0
7007,1
7008,1
7009,0
7010,0
7011,1
7012,1
7013,0
7014,1
7015,0
7016,0
7017,1
7018,1
7019,0
7020,1
7021,1
7022,0
7023,0
7024,1
7025,0
7026,1
7027,0
7028,1
7029,0
7030,1
7031,1
7032,0
7033,1
7034,0
7035,0
7036,0
7037,0
7038,0
7039,0
7040,1
7041,1
7042,0
7043,0
7044,1
7045,1
7046,1
7047,0
7048,1
7049,1
7050,1
7051,0
7052,0
7053,1
7054,1
7055,0
7056,1
7057,0
7058,1
7059,1
7060,1
7061,1
7062,1
7063,1
7064,1
7065,0
7066,0
7067,0
7068,1
7069,0
7070,0
7071,0
7072,0
7073,0
7074,1
7075,1
7076,1
7077,0
7078,1
7079,0
7080,0
7081,1
7082,0
7083,0
7084,0
7085,1
7086,1
7087,0
7088,1
7089,0
7090,1
7091,1
7092,0
7093,1
7094,1
7095,1
7096,1
7097,0
7098,0
7099,0
7100,1
7101,0
7102,0
7103,0
7104,1
7105,1
7106,0
7107,0
7108,0
7109,0
7110,1
7111,1
7112,1
7113,0
7114,0
7115,0
7116,1
7117,1
7118,1
7119,1
7120,0
7121,1
7122,1
7123,1
7124,0
7125,1
7126,1
7127,0
7128,1
7129,1
7130,0
7131,0
7132,0
7133,0
7134,0
7135,1
7136,1
7137,0
7138,0
7139,1
7140,1
7141,0
7142,0
7143,0
7144,1
7145,1
7146,1
7147,1
7148,0
7149,0
7150,0
7151,0
7152,0
7153,1
7154,1
7155,0
7156,1
7157,1
7158,1
7159,1
7160,0
7161,0
7162,0
7163,1
7164,0
7165,1
7166,0
7167,1
7168,1
7169,1
7170,0
7171,0
7172,0
7173,0
7174,1
7175,0
7176,1
7177,0
7178,0
7179,1
7180,1
7181,0
7182,1
7183,1
7184,0
7185,1
7186,0
7187,0
7188,1
7189,1
7190,0
7191,1
7192,0
7193,0
7194,0
7195,0
7196,1
7197,1
7198,1
7199,0
7200,0
7201,0
7202,1
7203,1
7204,0
7205,1
7206,0
7207,1
7208,1
7209,0
7210,1
7211,1
7212,1
7213,0
7214,1
7215,0
7216,0
7217,0
7218,1
7219,0
7220,1
7221,1
7222,0
7223,1
7224,1
7225,1
7226,0
7227,1
7228,0
7229,0
7230,1
7231,0
7232,1
7233,0
7234,0
7235,0
7236,1
7237,0
7238,1
7239,0
7240,1
7241,1
7242,0
7243,1
7244,0
7245,0
7246,0
7247,1
7248,1
7249,0
7250,1
7251,0
7252,1
7253,0
7254,0
7255,1
7256,1
7257,1
7258,0
7259,0
7260,0
7261,0
7262,1
7263,1
7264,1
7265,0
7266,0
7267,0
7268,1
7269,1
7270,1
7271,1
7272,0
7273,1
7274,0
7275,0
7276,1
7277,0
7278,0
7279,1
7280,1
7281,1
7282,0
7283,0
7284,1
7285,0
7286,1
7287,1
7288,0
7289,0
7290,1
7291,0
7292,0
7293,0
7294,1
7295,0
7296,1
7297,0
7298,1
7299,1
7300,1
7301,0
7302,1
7303,0
7304,1
7305,1
7306,1
7307,0
7308,0
7309,0
7310,1
7311,1
7312,0
7313,1
7314,0
7315,1
7316,1
7317,0
7318,0
7319,0
7320,0
7321,1
7322,1
7323,0
7324,1
7325,1
7326,0
7327,1
7328,0
7329,1
7330,0
7331,0
7332,1
7333,0
7334,1
7335,0
7336,1
7337,1
7338,1
7339,0
7340,1
7341,0
7342,0
7343,1
7344,0
7345,0
7346,0
7347,0
7348,1
7349,1
7350,1
7351,0
7352,0
7353,1
7354,1
7355,1
7356,0
7357,1
7358,1
7359,0
7360,1
7361,0
7362,1
7363,1
7364,0
7365,0
7366,0
7367,0
7368,1
7369,1
7370,0
7371,0
7372,0
7373,0
7374,0
7375,1
7376,0
7377,1
7378,1
7379,1
7380,1
7381,0
7382,1
7383,1
7384,1
7385,0
7386,1
7387,1
7388,1
7389,0
7390,0
7391,0
7392,1
7393,0
7394,0
7395,1
7396,0
7397,1
7398,0
7399,0
7400,0
7401,0
7402,1
7403,1
7404,1
7405,0
7406,0
7407,1
7408,0
7409,1
7410,0
7411,1
7412,0
7413,1
7414,1
7415,0
7416,1
7417,1
7418,0
7419,1
7420,1
7421,0
7422,0
7423,0
7424,1
7425,1
7426,0
7427,0
7428,0
7429,0
7430,1
7431,1
7432,0
7433,1
7434,0
7435,1
7436,1
7437,0
7438,0
7439,0
7440,0
7441,1
7442,1
7443,1
7444,1
7445,0
7446,0
7447,1
7448,1
7449,0
7450,1
7451,0
7452,0
7453,0
7454,1
7455,1
7456,1
7457,0
7458,0
7459,1
7460,0
7461,1
7462,1
7463,1
7464,0
7465,1
7466,0
7467,0
7468,1
7469,1
7470,0
7471,0
7472,0
7473,1
7474,0
7475,0
7476,1
7477,1
7478,1
7479,1
7480,0
7481,0
7482,0
7483,1
7484,1
7485,0
7486,1
7487,0
7488,1
7489,1
7490,1
7491,1
7492,0
7493,0
7494,0
7495,0
7496,0
7497,0
7498,1
7499,1
7500,1
7501,1
7502,0
7503,1
7504,1
7505,1
7506,1
7507,1
7508,0
7509,0
7510,0
7511,0
7512,0
7513,1
7514,0
7515,0
7516,1
7517,0
7518,1
7519,1
7520,0
7521,1
7522,1
7523,0
7524,0
7525,1
7526,0
7527,0
7528,1
7529,0
7530,1
7531,1
7532,1
7533,1
7534,1
7535,1
7536,0
7537,0
7538,0
7539,1
7540,1
7541,1
7542,0
7543,0
7544,0
7545,1
7546,0
7547,0
7548,0
7549,0
7550,1
7551,0
7552,1
7553,1
7554,0
7555,0
7556,1
7557,1
7558,0
7559,0
7560,1
7561,1
7562,0
7563,0
7564,0
7565,0
7566,1
7567,0
7568,1
7569,0
7570,1
7571,1
7572,1
7573,0
7574,0
7575,1
7576,0
7577,0
7578,1
7579,0
7580,1
7581,1
7582,0
7583,1
7584,1
7585,0
7586,1
7587,0
7588,0
7589,1
7590,1
7591,1
7592,0
7593,0
7594,0
7595,1
7596,0
7597,0
7598,1
7599,0
7600,1
7601,0
7602,1
7603,0
7604,1
7605,1
7606,0
7607,0
7608,1
7609,1
7610,1
7611,0
7612,1
7613,1
7614,0
7615,0
7616,1
7617,1
7618,1
7619,0
7620,0
7621,0
7622,1
7623,1
7624,0
7625,0
7626,1
7627,1
7628,0
7629,0
7630,1
7631,0
7632,0
7633,0
7634,1
7635,1
7636,1
7637,1
7638,1
7639,0
7640,0
7641,0
7642,0
7643,0
7644,0
7645,0
7646,1
7647,0
7648,1
7649,0
7650,1
7651,0
7652,1
7653,1
7654,1
7655,1
7656,1
7657,1
7658,0
7659,1
7660,0
7661,0
7662,1
7663,0
7664,0
7665,0
7666,1
7667,1
7668,1
7669,0
7670,1
7671,0
7672,1
7673,1
7674,1
7675,0
7676,0
7677,0
7678,0
7679,1
7680,0
7681,0
7682,1
7683,1
7684,1
7685,0
7686,0
7687,1
7688,1
7689,1
7690,1
7691,1
7692,0
7693,1
7694,1
7695,0
7696,0
7697,0
7698,0
7699,0
7700,1
7701,1
7702,0
7703,1
7704,1
7705,0
7706,0
7707,0
7708,1
7709,1
7710,0
7711,0
7712,0
7713,0
7714,0
7715,1
7716,1
7717,0
7718,0
7719,1
7720,1
7721,1
7722,1
7723,0
7724,0
7725,0
7726,1
7727,0
7728,1
7729,0
7730,1
7731,1
7732,0
7733,0
7734,0
7735,1
7736,0
7737,1
7738,1
7739,1
7740,1
7741,1
7742,0
7743,1
7744,0
7745,1
7746,0
7747,0
7748,1
7749,1
7750,0
7751,0
7752,1
7753,0
7754,1
7755,0
7756,0
7757,1
7758,0
7759,0
7760,0
7761,1
7762,0
7763,1
7764,1
7765,1
7766,1
7767,0
7768,0
7769,1
7770,1
7771,1
7772,1
7773,0
7774,0
7775,1
7776,0
7777,0
7778,0
7779,1
7780,1
7781,0
7782,1
7783,1
7784,0
7785,1
7786,0
7787,0
7788,1
7789,0
7790,1
7791,0
7792,1
7793,0
7794,0
7795,1
7796,1
7797,1
7798,0
7799,1
7800,0
7801,1
7802,1
7803,0
7804,0
7805,1
7806,0
7807,0
7808,0
7809,0
7810,1
7811,1
7812,1
7813,1
7814,1
7815,0
7816,0
7817,1
7818,1
7819,1
7820,0
7821,0
7822,0
7823,0
7824,0
7825,0
7826,1
7827,1
7828,0
7829,0
7830,0
7831,1
7832,0
7833,1
7834,0
7835,1
7836,1
7837,1
7838,1
7839,0
7840,0
7841,1
7842,1
7843,1
7844,1
7845,1
7846,0
7847,1
7848,0
7849,0
7850,0
7851,0
7852,1
7853,1
7854,1
7855,0
7856,0
7857,1
7858,0
7859,1
7860,0
7861,1
7862,0
7863,1
7864,0
7865,0
7866,1
7867,1
7868,1
7869,1
7870,0
7871,0
7872,1
7873,0
7874,0
7875,1
7876,0
7877,1
7878,1
7879,1
7880,1
7881,0
7882,0
7883,0
7884,0
7885,0
7886,0
7887,0
7888,1
7889,1
7890,1
7891,1
7892,1
7893,0
7894,1
7895,1
7896,0
7897,0
7898,0
7899,1
7900,0
7901,0
7902,1
7903,0
7904,1
7905,0
7906,1
7907,0
7908,1
7909,0
7910,1
7911,1
7912,1
7913,1
7914,1
7915,0
7916,1
7917,0
7918,0
7919,1
7920,1
7921,0
7922,0
7923,1
7924,0
7925,0
7926,0
7927,0
7928,0
7929,1
7930,1
7931,1
7932,0
7933,1
7934,0
7935,1
7936,0
7937,0
7938,1
7939,0
7940,0
7941,0
7942,1
7943,1
7944,0
7945,1
7946,1
7947,1
7948,0
7949,1
7950,0
7951,1
7952,1
7953,0
7954,0
7955,1
7956,0
7957,1
7958,0
7959,0
7960,1
7961,0
7962,0
7963,0
7964,1
7965,1
7966,1
7967,1
7968,1
7969,1
7970,0
7971,0
7972,0
7973,1
7974,0
7975,0
7976,1
7977,0
7978,1
7979,1
7980,1
7981,0
7982,1
7983,0
7984,0
7985,1
7986,0
7987,0
7988,0
7989,1
7990,1
7991,1
7992,1
7993,0
7994,1
7995,1
7996,0
7997,1
7998,0
7999,0
8000,1
8001,0
8002,0
8003,1
8004,0
8005,0
8006,1
8007,1
8008,1
8009,0
8010,0
8011,0
8012,0
8013,1
8014,1
8015,0
8016,1
8017,1
8018,0
8019,1
8020,0
8021,1
8022,0
8023,1
8024,1
8025,1
8026,0
8027,1
8028,1
8029,0
8030,0
8031,0
8032,0
8033,0
8034,0
8035,1
8036,0
8037,0
8038,0
8039,1
8040,1
8041,0
8042,0
8043,0
8044,1
8045,1
8046,1
8047,1
8048,1
8049,0
8050,1
8051,0
8052,1
8053,1
8054,1
8055,0
8056,1
8057,0
8058,0
8059,1
8060,0
8061,0
8062,1
8063,1
8064,1
8065,0
8066,0
8067,0
8068,1
8069,0
8070,1
8071,1
8072,0
8073,0
8074,1
8075,0
8076,1
8077,0
8078,1
8079,1
8080,0
8081,1
8082,1
8083,1
8084,0
8085,1
8086,0
8087,0
8088,1
8089,1
8090,1
8091,0
8092,0
8093,1
8094,0
8095,0
8096,0
8097,0
8098,1
8099,1
8100,0
8101,1
8102,0
8103,1
8104,0
8105,0
8106,1
8107,0
8108,1
8109,1
8110,1
8111,1
8112,0
8113,1
8114,0
8115,0
8116,1
8117,0
8118,1
8119,0
8120,0
8121,1
8122,0
8123,1
8124,0
8125,1
8126,1
8127,0
8128,0
8129,0
8130,1
8131,0
8132,0
8133,1
8134,0
8135,0
8136,1
8137,1
8138,1
8139,1
8140,1
8141,1
8142,0
8143,1
8144,1
8145,1
8146,0
8147,0
8148,0
8149,0
8150,1
8151,0
8152,0
8153,0
8154,1
8155,1
8156,0
8157,1
8158,1
8159,0
8160,0
8161,1
8162,0
8163,0
8164,1
8165,1
8166,0
8167,1
8168,0
8169,0
8170,1
8171,1
8172,1
8173,1
8174,0
8175,0
8176,0
8177,1
8178,0
8179,0
8180,0
8181,1
8182,1
8183,1
8184,0
8185,0
8186,1
8187,1
8188,0
8189,0
8190,0
8191,1
8192,1
8193,0
8194,0
8195,0
8196,1
8197,1
8198,1
8199,0
8200,1
8201,0
8202,1
8203,1
8204,0
8205,1
8206,0
8207,0
8208,0
8209,1
8210,1
8211,0
8212,0
8213,0
8214,1
8215,1
8216,0
8217,0
8218,0
8219,1
8220,1
8221,1
8222,1
8223,1
8224,0
8225,1
8226,0
8227,0
8228,1
8229,1
8230,0
8231,1
8232,0
8233,0
8234,1
8235,0
8236,1
8237,1
8238,0
8239,1
8240,0
8241,0
8242,1
8243,1
8244,1
8245,0
8246,1
8247,0
8248,0
8249,1
8250,1
8251,1
8252,1
8253,0
8254,0
8255,1
8256,0
8257,0
8258,1
8259,0
8260,0
8261,1
8262,0
8263,1
8264,0
8265,0
8266,0
8267,1
8268,0
8269,1
8270,1
8271,1
8272,0
8273,0
8274,1
8275,0
8276,0
8277,1
8278,0
8279,1
8280,1
8281,0
8282,1
8283,0
8284,0
8285,0
8286,1
8287,1
8288,1
8289,0
8290,1
8291,1
8292,0
8293,1
8294,0
8295,0
8296,1
8297,1
8298,0
8299,0
8300,1
8301,0
8302,1
8303,1
8304,0
8305,0
8306,1
8307,1
8308,1
8309,0
8310,0
8311,0
8312,0
8313,0
8314,1
8315,1
8316,1
8317,1
8318,0
8319,0
8320,1
8321,1
8322,0
8323,0
8324,0
8325,1
8326,0
8327,1
8328,1
8329,0
8330,0
8331,0
8332,1
8333,1
8334,1
8335,0
8336,1
8337,1
8338,0
8339,0
8340,1
8341,1
8342,1
8343,1
8344,0
8345,0
8346,0
8347,1
8348,1
8349,0
8350,0
8351,0
8352,1
8353,1
8354,0
8355,1
8356,1
8357,0
8358,0
8359,0
8360,1
8361,0
8362,1
8363,1
8364,1
8365,0
8366,1
8367,1
8368,0
8369,0
8370,1
8371,0
8372,0
8373,0
8374,0
8375,1
8376,1
8377,1
8378,1
8379,0
8380,0
8381,1
8382,1
8383,1
8384,0
8385,0
8386,0
8387,1
8388,0
8389,0
8390,0
8391,1
8392,1
8393,1
8394,0
8395,1
8396,0
8397,1
8398,0
8399,0
8400,1
8401,1
8402,0
8403,0
8404,1
8405,0
8406,1
8407,1
8408,0
8409,1
8410,0
8411,1
8412,0
8413,1
8414,0
8415,1
8416,0
8417,0
8418,1
8419,0
8420,1
8421,0
8422,1
8423,0
8424,1
8425,1
8426,0
8427,1
8428,0
8429,1
8430,0
8431,0
8432,1
8433,0
8434,1
8435,1
8436,0
8437,1
8438,0
8439,1
8440,0
8441,0
8442,1
8443,1
8444,0
8445,1
8446,1
8447,0
8448,0
8449,0
8450,1
8451,1
8452,0
8453,0
8454,0
8455,1
8456,1
8457,0
8458,1
8459,0
8460,1
8461,0
8462,1
8463,0
8464,1
8465,1
8466,1
8467,0
8468,0
8469,0
8470,1
8471,1
8472,0
8473,0
8474,1
8475,0
8476,1
8477,0
8478,1
8479,0
8480,1
8481,0
8482,1
8483,0
8484,1
8485,1
8486,0
8487,1
8488,0
8489,1
8490,1
8491,0
8492,0
8493,0
8494,1
8495,1
8496,0
8497,0
8498,1
8499,1
8500,0
8501,0
8502,0
8503,1
8504,1
8505,0
8506,1
8507,1
8508,0
8509,1
8510,0
8511,0
8512,1
8513,1
8514,0
8515,1
8516,0
8517,0
8518,1
8519,1
8520,0
8521,0
8522,1
8523,1
8524,0
8525,0
8526,1
8527,0
8528,0
8529,1
8530,0
8531,1
8532,1
8533,0
8534,1
8535,0
8536,1
8537,1
8538,0
8539,1
8540,0
8541,0
8542,1
8543,1
8544,1
8545,0
8546,0
8547,0
8548,1
8549,0
8550,1
8551,0
8552,1
8553,0
8554,1
8555,0
8556,1
8557,1
8558,0
8559,0
8560,1
8561,0
8562,1
8563,1
8564,0
8565,0
8566,0
8567,1
8568,1
8569,1
8570,0
8571,0
8572,0
8573,1
8574,1
8575,1
8576,1
8577,0
8578,1
8579,0
8580,0
8581,0
8582,1
8583,0
8584,0
8585,0
8586,1
8587,1
8588,0
8589,1
8590,1
8591,0
8592,1
8593,0
8594,1
8595,1
8596,0
8597,1
